"","valor"
"178",17.0777790368529
"179",41.1049584737633
"180",9.38316774023883
"181",5.89502259244147
"182",6.73716663569958
"183",9.91954543594495
"184",11.9388375359843
"185",10.9318078538911
"186",8.368273762267
"187",13.8322358125387
"188",22.1882371572228
"189",31.287914081895
"190",30.276277029039
"191",36.5622722085165
"192",12.5101133699939
"193",47.1914310747215
"194",20.3098800645323
"195",19.8053989349117
"196",17.8421252412166
"197",24.3550598808042
"198",18.8318117875553
"199",6.26970588761953
"200",8.83447348596693
"201",2.47967216133798
"202",14.4352283306639
"203",32.4502363232394
"204",6.61380647099244
"205",8.41588218179014
"206",40.9217244272272
"207",17.2287125038751
"208",6.46984533242992
"209",25.3371458840384
"210",15.1333892458259
"211",17.5921449138084
"212",14.2201396691938
"213",16.01978094985
"214",8.01370976395544
"215",15.702531618788
"216",32.8906098319645
"217",12.3715016305277
"218",36.1307984613449
"219",11.2265143530164
"220",8.85067510677764
"221",27.1009531976118
"222",7.72822554318218
"223",24.8330908053945
"224",10.2139471074824
"225",19.1520712294981
"226",11.7338288220736
"227",11.777031217891
"228",18.7303280389567
"229",40.3552770872652
"230",7.56185435572912
"231",13.7543491455728
"232",11.5869608739851
"233",22.0082367562962
"234",5.53621562635568
"235",9.91530685212027
"236",6.79861651668003
"237",11.6670907958812
"238",33.6313300706519
"239",10.0066555725316
"240",8.59560385022296
"241",16.0700099630914
"242",12.9972578676644
"243",22.2436892395354
"244",20.5462527228229
"245",14.3944086328547
"246",20.1108882973893
"247",10.1335109911285
"248",43.8914327561025
"249",27.0917934501587
"250",25.1947772972268
"251",11.3257832432389
"252",14.1111239130915
"253",15.2380806243535
"254",20.6608763489047
"255",12.9952991769877
"256",18.843985088105
"257",16.0249864474104
"258",16.3916486993272
"259",6.92480735075529
"260",7.34249768485998
"261",16.054590957747
"262",42.2967656480561
"263",10.4673904067469
"264",11.3917311111673
"265",14.1235113562164
"266",17.5999910803897
"267",15.8664986568263
"268",14.8261252407463
"269",42.3712100391879
"270",14.3418029336259
"271",3.25232681960835
"272",18.8365950738234
"273",22.213077801282
"274",13.3730164695331
"275",11.7311471334024
"276",10.8911014785392
"277",25.209234563912
"278",10.7659572315971
"279",33.7349467370577
"280",40.4429411438997
"281",12.9115319641406
"282",20.0324507820931
"283",8.78616503804139
"284",13.5827878462137
"285",29.4404254518809
"286",3.7816957174014
"287",40.107493483146
"288",29.8410540931437
"289",8.76566821566879
"290",26.2370581310016
"291",15.7775983691158
"292",2.55349317518751
"293",14.6998155035929
"294",18.8034999868324
"295",4.63786313044579
"296",10.146268625037
"297",12.3715580190619
"298",23.0538048319662
"299",8.39230265020464
"300",24.8988426990052
"301",6.11756872878001
"302",8.51475270489919
"303",8.08516597871707
"304",13.1049107712118
"305",40.1137775933475
"306",22.9927273175262
"307",12.944335578677
"308",21.130232315643
"309",63.3878750791996
"310",15.0656696500425
"311",18.2179554867733
"312",16.3685481116089
"313",25.9295321283508
"314",24.6243424526424
"315",7.7186944719613
"316",13.1903110074052
"317",7.80051632281052
"318",17.3910705809955
"319",9.26462556693431
"320",4.47408450308653
"321",21.2284208888951
"322",11.6396589768034
"323",6.19932443545834
"324",16.2822895096566
"325",9.39510344941442
"326",21.8058072013444
"327",15.5347301024756
"328",20.336261726395
"329",22.7100216818983
"330",37.9540121673691
"331",29.0210415938314
"332",10.5755254880367
"333",8.57646667483498
"334",14.8800599942303
"335",13.948917502704
"336",4.60476343384286
"337",12.3263202647978
"338",11.9539907370924
"339",12.6609973607668
"340",20.3311210840858
"341",11.5966688932695
"342",8.14393077285279
"343",16.4452385474459
"344",17.6237282030006
"345",31.3782023549932
"346",13.1799036680637
"347",5.81426108999114
"348",17.0140862552071
"349",6.98663793083514
"350",38.1581303662628
"351",12.3925985108194
"352",6.08198887062505
"353",17.1090929075818
"354",20.8931492279243
"355",12.2332658487669
"356",25.8953215510969
"357",7.50707104970574
"358",9.55527061436879
"359",7.89888356930597
"360",20.0641165426785
"361",8.86129061728963
"362",9.28812248212364
"363",20.0249054588018
"364",13.5560797553448
"365",21.6640177442639
"366",8.47420448451855
"367",14.6065291372307
"368",16.9693896769535
"369",16.1306985851351
"370",24.7158256129322
"371",13.1267820101272
"372",15.180936987345
"373",24.2252136831149
"374",62.843771645557
"375",21.9232539329629
"376",20.5930582801878
"377",22.68045742878
"378",7.51599517430685
"379",14.9351573742263
"380",6.98574771539905
"381",7.02398839265014
"382",11.4350153976137
"383",16.4754224119041
"384",10.2220501595227
"385",39.5874331798373
"386",5.88480729004992
"387",13.3098759554979
"388",27.53553631433
"389",14.0542477523997
"390",14.7688524308711
"391",14.6160996989067
"392",70.5705153493135
"393",33.175261946111
"394",5.99597116917239
"395",30.4311545576556
"396",28.9996103739573
"397",14.2965992219601
"398",9.17796067250771
"399",9.39255846142956
"400",12.8143267552491
"401",15.6782665914494
"402",6.54753985468312
"403",6.46207147098033
"404",17.8706670052048
"405",16.3335754044288
"406",16.9229592952049
"407",13.3545852045285
"408",10.3649953688989
"409",42.2672770847615
"410",28.5292974837252
"411",32.6246522031158
"412",8.3662321331508
"413",19.8547427675008
"414",5.81495606624845
"415",30.5470409394591
"416",27.1305565066686
"417",15.131954425755
"418",12.4903995290055
"419",28.2242925734508
"420",12.6982521552045
"421",20.4480632596956
"422",8.45707709382486
"423",6.00560959707514
"424",17.2240397088441
"425",13.9491713089043
"426",12.3937465778716
"427",8.41032189053419
"428",17.0020978394026
"429",4.66219810810453
"430",8.10765799221357
"431",21.7066466669938
"432",16.6381783701878
"433",17.8611045638027
"434",18.2176338783777
"435",18.32700208272
"436",7.16813108134288
"437",9.87940049092374
"438",5.06018644695714
"439",14.2638582434501
"440",13.6043138842034
"441",11.243472301968
"442",22.0275948514827
"443",10.304054107716
"444",29.8806858198016
"445",15.7928519773444
"446",23.0138932373095
"447",22.8301414835479
"448",19.7502941599312
"449",12.8142572846184
"450",20.1207502968998
"451",23.1601829487384
"452",3.99137372715951
"453",11.1954080405631
"454",16.9277947039373
"455",21.3379191582076
"456",15.7890295714555
"457",22.016889457483
"458",10.8800267711879
"459",14.1587969067246
"460",17.6404813329148
"461",7.30870564446715
"462",24.7029635496951
"463",11.7404686176043
"464",13.4238474755034
"465",36.3595756448161
"466",17.9810247743403
"467",11.6636605831702
"468",16.2570800454607
"469",10.8691550871252
"470",17.9559291258574
"471",18.1382603381871
"472",11.5523403453949
"473",17.5404916755307
"474",12.025111863939
"475",28.2963812965606
"476",10.342843811294
"477",73.7363485755683
"478",49.4849851361713
"479",4.46149490963504
"480",10.5678599374824
"481",17.5934030801245
"482",13.6116461310752
"483",49.1486642229911
"484",7.74265119685348
"485",24.8953138503372
"486",13.1535004147736
"487",28.6312985036229
"488",23.4911698500592
"489",6.40204189130583
"490",14.3902253675292
"491",16.262713372714
"492",21.614248484745
"493",3.68479022655679
"494",10.8752437692069
"495",10.3583218833891
"496",10.9585200451455
"497",22.2113697638746
"498",4.17513718516683
"499",15.293721363203
"500",11.4721566564181
"501",5.8733146944523
"502",25.1001074715375
"503",15.3217366895945
"504",16.4802762401028
"505",15.5614539267418
"506",17.6818080701271
"507",11.4677638308797
"508",13.6368200727763
"509",8.37988810285672
"510",3.49228280682256
"511",17.8514311782325
"512",6.76055001332283
"513",13.302488890217
"514",12.7346228497258
"515",9.96988062297871
"516",24.3143499800003
"517",3.76689015153776
"518",15.2881880667975
"519",18.5453117963467
"520",15.266157865358
"521",9.52783243180814
"522",12.868899237732
"523",6.51721624214831
"524",6.5961728261787
"525",19.4292691304558
"526",30.6096738433635
"527",19.53340401752
"528",19.2669062528305
"529",13.7797702391598
"530",6.94609181313056
"531",28.4171211356314
"532",7.48501210911246
"533",10.8814094185347
"534",12.5614985163792
"535",12.6025475212033
"536",18.4543949331401
"537",4.59003768387229
"538",16.764836199462
"539",15.1739737149529
"540",15.5503696976386
"541",18.0123385074227
"542",12.8636044286083
"543",24.9389351458142
"544",16.3855921335116
"545",9.16649442305581
"546",12.7003247409086
"547",3.33435811496065
"548",23.3424074420687
"549",7.65051271321361
"550",7.91401484063912
"551",17.0727178043691
"552",13.0478882699672
"553",26.3606920876313
"554",7.01829168417125
"555",30.8776266648122
"556",26.6655978599456
"557",15.1090704439918
"558",7.94174389213458
"559",32.5857709118742
"560",18.0157661068903
"561",10.2101786799514
"562",12.8229437675276
"563",9.50056781154838
"564",16.3424765228042
"565",8.91648477526535
"566",24.0700426261931
"567",18.2409257835904
"568",11.3604941767361
"569",7.10271708143226
"570",9.88381994218569
"571",16.8736203819666
"572",53.0106919683564
"573",39.6307675262858
"574",15.7891050265619
"575",14.518296438281
"576",12.6646724779118
"577",11.9689047299386
"578",10.0073734551736
"579",35.1192251648423
"580",8.13500038340352
"581",4.9512442228518
"582",23.3268191751895
"583",18.0084748434575
"584",12.5201653988673
"585",13.8391794936792
"586",22.9997844362604
"587",13.6752177647434
"588",11.6417189996116
"589",6.90451263361796
"590",12.7668244440946
"591",18.9720230812049
"592",7.17307848853313
"593",33.0301627738851
"594",14.609706714745
"595",10.8014147845708
"596",11.3103498059755
"597",43.5221599023581
"598",13.2257575442023
"599",6.8106244129938
"600",14.2561645647734
"601",6.36874454044592
"602",31.9957634263227
"603",13.6462744879162
"604",23.1062226967272
"605",10.0094155709096
"606",33.8629130952981
"607",5.45066975635269
"608",13.7596638640786
"609",10.4077126111137
"610",6.09890603622405
"611",5.49663417910857
"612",12.6191835057362
"613",6.06410005117029
"614",10.5079673588844
"615",19.4461654714746
"616",36.2781401919268
"617",10.2637368613097
"618",16.1322002416861
"619",12.0242496777641
"620",12.2297038524097
"621",9.02515837636417
"622",48.3832594038718
"623",38.3392734773557
"624",11.9772746288428
"625",11.505695652025
"626",9.18834308230877
"627",15.5892443482084
"628",42.3472260546801
"629",12.3146734337425
"630",37.2198059386915
"631",21.6429748119323
"632",15.673861114332
"633",5.44046785568974
"634",18.6582227774583
"635",11.5188147792924
"636",7.99455426954552
"637",11.2703404744635
"638",17.7241595203537
"639",5.91063471194494
"640",12.2333345840457
"641",8.27373905615407
"642",23.5471719802022
"643",23.4075200556202
"644",33.4161415945515
"645",9.08804944233927
"646",20.8730957789929
"647",14.6405189068225
"648",19.8400324761759
"649",8.14000231706143
"650",18.3825839445056
"651",18.449389923873
"652",7.7564830181621
"653",20.7627839054469
"654",10.4086527010467
"655",47.4213290587225
"656",30.2060993377317
"657",11.0523272849823
"658",19.6109568457013
"659",10.7110396897475
"660",8.25302731807209
"661",4.54477133695933
"662",22.2311688107328
"663",52.3210376941367
"664",13.8983530412939
"665",19.0766162733407
"666",8.46567571195447
"667",6.47494943868119
"668",7.89738028956879
"669",14.6078390765204
"670",11.8388275476454
"671",18.4191854137087
"672",7.86951983122054
"673",29.0903736350714
"674",10.8988431010135
"675",13.3419477486696
"676",14.7010559868502
"677",19.5799118130942
"678",18.0364580696697
"679",14.6964738207322
"680",9.63128120943458
"681",7.29902098460797
"682",12.2633210354697
"683",4.27084245202719
"684",8.65382408888664
"685",18.5064974025993
"686",7.56160559210077
"687",9.83441051340201
"688",4.67698161136911
"689",19.2976364124998
"690",15.7831161548195
"691",19.1545955749775
"692",19.2223795263695
"693",32.478576960997
"694",18.8672894990439
"695",16.6832911961003
"696",19.567763685876
"697",8.37692194196645
"698",28.1335402725163
"699",10.4683122933901
"700",28.7458800413038
"701",11.4143252349273
"702",86.7238746522191
"703",25.638566521468
"704",26.4720598522294
"705",36.1465446163542
"706",23.073594506306
"707",23.9624438316547
"708",23.6873491729535
"709",8.57251920329946
"710",20.7454498058372
"711",24.908284260098
"712",42.5577552094816
"713",14.9396849375028
"714",20.5452532464999
"715",6.38565575355261
"716",9.41670121637224
"717",21.8467524108917
"718",28.7363482760423
"719",10.3384134812544
"720",20.4668649045116
"721",24.0301728884836
"722",15.9477563202378
"723",20.841833962512
"724",21.1210107259231
"725",9.13860393308958
"726",12.318553751965
"727",18.1771846542484
"728",10.7078161466705
"729",13.8335047497329
"730",12.0521889748882
"731",8.92480158484389
"732",15.210671076257
"733",8.22650877781083
"734",8.05126763226123
"735",15.2768342228043
"736",10.7914475769098
"737",21.2217293203144
"738",13.5214780335215
"739",13.096728045615
"740",9.96513550239556
"741",5.33185327084308
"742",5.05142203797306
"743",39.5075777774475
"744",39.0033917428172
"745",3.0064897602712
"746",4.78297190995435
"747",8.51257043641482
"748",11.1231065764301
"749",24.3731599749201
"750",19.2437420590157
"751",18.6136046357583
"752",10.3316498096096
"753",13.9960274397751
"754",10.9085665509373
"755",15.3240868658722
"756",12.3318059928125
"757",9.44141045686659
"758",15.7889936406033
"759",16.2507880093831
"760",27.0175645126086
"761",12.5024304718201
"762",17.7842152079866
"763",10.0982140560828
"764",7.2787599017267
"765",19.1567336454239
"766",7.37097730589381
"767",33.3329866984481
"768",14.1561811778915
"769",28.2807715936303
"770",19.9635481069831
"771",9.18659508227207
"772",6.85760303113175
"773",4.24862039024487
"774",18.3384629892457
"775",13.0930503862008
"776",41.9364061040117
"777",5.63621075004277
"778",10.5186246187085
"779",7.67650159525036
"780",10.0962485529126
"781",80.601352059335
"782",12.6427963685274
"783",10.3006523629201
"784",50.1252064322842
"785",7.31647654437957
"786",9.49334089138682
"787",14.1861956823449
"788",27.0432533099903
"789",30.1688017176542
"790",35.9422623560553
"791",16.0139986925658
"792",11.0192423203146
"793",32.8017794578346
"794",6.93262574259717
"795",23.8368561760613
"796",16.1707443590789
"797",6.42600566155351
"798",9.08530192191234
"799",13.9366684641359
"800",19.5662734739443
"801",14.2893119142679
"802",13.1745855500612
"803",16.3598460708728
"804",12.808608474736
"805",12.3938760084234
"806",11.3603959215366
"807",8.1451139483484
"808",37.4994072338733
"809",11.7742449322395
"810",16.0182411197408
"811",12.9353090022107
"812",25.9187725789406
"813",7.96958161206196
"814",54.3708363741888
"815",17.8042020413521
"816",13.1190428940369
"817",9.22228557271548
"818",14.3836556261474
"819",9.42333794554958
"820",23.0786728231007
"821",27.8803592907373
"822",30.7614384298092
"823",12.7657747430481
"824",18.9882410816144
"825",16.1361974837862
"826",16.3346886398807
"827",6.29612453292411
"828",20.4846576274667
"829",30.6308207245201
"830",11.4183688988114
"831",9.04756824342047
"832",10.9070311257866
"833",22.6728419250664
"834",10.6858880697702
"835",22.577694950111
"836",33.593540953865
"837",11.3527269552319
"838",16.3161897785318
"839",17.0208139309296
"840",14.7687428946974
"841",16.0850167778566
"842",19.6831466263758
"843",11.7050741620242
"844",17.4901017285372
"845",11.6929798343823
"846",37.1449199330147
"847",73.1433866021617
"848",32.0708265574987
"849",13.670829571441
"850",5.41668526166541
"851",7.40855957172005
"852",15.501292742952
"853",7.82999033488332
"854",4.04091505623194
"855",3.60301451924279
"856",24.014132382986
"857",15.1417610775236
"858",19.2068628815016
"859",2.39296965690675
"860",9.51145870855254
"861",23.3005280002656
"862",39.6003605001126
"863",14.3819276499973
"864",13.2925758978634
"865",17.4076871673707
"866",6.89038715697395
"867",14.3361511839012
"868",20.2499444378583
"869",19.5455523368164
"870",12.4249640096486
"871",18.1881211231785
"872",14.5206091701448
"873",26.2550301693833
"874",12.7823617825566
"875",17.8612154532596
"876",44.5491772857794
"877",8.14783739077385
"878",12.435768640107
"879",20.468501303416
"880",26.9618050268144
"881",95.9994428724272
"882",22.7761620683813
"883",9.85167721414744
"884",14.4637376332602
"885",5.55281764020357
"886",53.6661923739274
"887",6.43388121814264
"888",20.6646258459091
"889",20.4594703619573
"890",35.8885545675925
"891",18.7021779724701
"892",14.9334959147189
"893",16.0527244448834
"894",29.5712640032908
"895",10.2072642245821
"896",27.0955420356844
"897",8.53285132891076
"898",17.0592927196081
"899",17.2328201461636
"900",17.5058716381921
"901",6.42845595484557
"902",13.1668839982806
"903",26.7815862927932
"904",18.9282909193006
"905",22.2770936842644
"906",12.972416461171
"907",13.8738254198983
"908",7.04551679274684
"909",41.5493037144174
"910",6.51372588459201
"911",22.2142718144548
"912",42.127649211036
"913",13.8882103548593
"914",22.8955406167474
"915",15.7205527663538
"916",8.01840812348407
"917",7.24599690252204
"918",19.160049200366
"919",30.5893916681417
"920",11.0081399110253
"921",15.8818951107712
"922",9.86825498797302
"923",17.1531592808508
"924",12.7948072859302
"925",4.58491630782712
"926",7.19208873979098
"927",27.4741303992125
"928",14.5143931349839
"929",9.01559017649615
"930",22.3675774795493
"931",40.4711545414649
"932",12.3849564492469
"933",7.97161440155639
"934",13.5950059553856
"935",5.03547144948538
"936",24.7163214318007
"937",12.3196004638719
"938",20.4594944004056
"939",37.1146103071576
"940",12.8426596431023
"941",6.58010971786411
"942",11.1695664786698
"943",25.7809759895254
"944",8.50720054866734
"945",6.88640455369495
"946",16.4218768609548
"947",10.6788029697114
"948",7.6724910430538
"949",17.7908717621637
"950",14.2732312891962
"951",14.4909150238201
"952",18.8011957202696
"953",10.8487137330143
"954",4.88801496101386
"955",17.3004340586944
"956",21.2832479643635
"957",16.0398957413258
"958",12.8876556703951
"959",26.5311418355375
"960",17.1910293818953
"961",15.0707152263291
"962",8.13627807338883
"963",11.6132911059165
"964",25.6822694353301
"965",14.4355243486214
"966",7.39073672033937
"967",45.6341330026789
"968",18.1701000345793
"969",19.698113104338
"970",17.2356404631559
"971",8.37004072830933
"972",15.6234334468837
"973",16.3562078782349
"974",41.7091530733063
"975",8.96488268332583
"976",24.5758949573078
"977",6.93813854796141
"978",13.2443084219332
"979",50.8851217594563
"980",12.2944783255336
"981",20.2190036001818
"982",34.0500686055968
"983",28.4470175199895
"984",13.6710044912941
"985",9.79068773846014
"986",19.331128047678
"987",35.644456338795
"988",3.92494030892849
"989",30.806732029995
"990",13.3673534257702
"991",40.7259299144067
"992",32.4050834330983
"993",8.87133551044485
"994",21.9212671451026
"995",18.010434350976
"996",29.7293863871239
"997",9.51035798317274
"998",11.8259932105933
"999",13.6540197460217
"1000",16.6293102838363
